facname,number,street,address,city,borough,latitude,longitude
NYCT FACILITY,,,,BROOKLYN,BROOKLYN,40.654167,-73.906171
RICHMOND CHORAL SOCIETY,,,P O BOX 141002,STATEN ISLAND,STATEN ISLAND,,
STAPLES ELECTRONICS DROP-OFF SITE,,,641 6 AVE,NEW YORK,MANHATTAN,40.740984,-73.994735
NEW AP PARKING CORP,418,WEST 127 STREET,418 WEST 127 STREET,NEW YORK,MANHATTAN,40.81276654,-73.9543538
BETH OLAM CEMETERY,,,,BROOKLYN,BROOKLYN,40.69059796,-73.88016937
QUISQUEYA PLAZA,,,,NEW YORK,MANHATTAN,40.86588952,-73.92768744
BUTLER,1368,WEBSTER AVENUE,1368 WEBSTER AVENUE,BRONX,BRONX,40.83561613,-73.90713165
"COVE RECOVERY AND TOWING, INC.",01-09,27 AVENUE,1-09 27 AVENUE,ASTORIA,QUEENS,40.77569244,-73.93564939
1150 RIVER PARKING CORP,1150,RIVER AVENUE,1150 RIVER AVENUE,BRONX,BRONX,40.8347208,-73.92150891
72ND STREET LLC,517,EAST 71 STREET,517 EAST 71 STREET,NEW YORK,MANHATTAN,40.76586551,-73.95291533
SPRING CREEK DEPOT,,,,BROOKLYN,BROOKLYN,40.661625,-73.865182
PARK,,,,BRONX,BRONX,40.83829365,-73.91261711
FIELDSTON AUTOMOTIVE INC.,3623,KINGSBRIDGE AVENUE,3623 KINGSBRIDGE AVENUE,BRONX,BRONX,40.88452125,-73.90217511
BENEFICIAL 21 PARKING LLC,329,EAST 21 STREET,329 EAST 21 STREET,NEW YORK,MANHATTAN,40.73614157,-73.98016106
ALTERNATE LEARNING CENTERAT IS 53 BR,100-00,BEACH CHANNEL DRIVE,100-00 BEACH CHANNEL DRIVE,FAR ROCKAWAY,QUEENS,40.58657371,-73.82359337
SUMMER YOUTH EMPLOYMENT PROGRAM,2,WASHINGTON STREET,2 WASHINGTON STREET,NEW YORK,MANHATTAN,40.70577179,-74.01559241
PENINSULA COMMUNITY HEALTH CENTER,1967,TURNBULL AVENUE,1967 TURNBULL AVENUE,BRONX,BRONX,40.82339756,-73.85712259
YMCA-DODGE YMCA KINDERCAMP,225,ATLANTIC AVENUE,225 ATLANTIC AVENUE,BROOKLYN,BROOKLYN,40.68986423,-73.99163246
WORLD VIEW HIGH SCHOOL,100,WEST MOSHOLU PARKWAY SOUTH,100 WEST MOSHOLU PARKWAY SOUTH,BRONX,BRONX,40.88128006,-73.88748336
OFFICES,11209,QUEENS BOULEVARD,11209 QUEENS BOULEVARD,FOREST HILLS,QUEENS,40.715256,-73.830624
HOUSING WORKS SERVICES II,57,WILLOUGHBY STREET,57 WILLOUGHBY STREET,BROOKLYN,BROOKLYN,40.69253764,-73.98652901
N.Y. PLE INC,18-41,STEINWAY STREET,18-41 STEINWAY STREET,ASTORIA,QUEENS,40.77918744,-73.89787729
ENGINE 46  LADDER 27 AND NYPD 48TH PRECINCT STATION HOUSE,460,CROSS BRONX EXPRESSWAY,460 CROSS BRONX EXPRESSWAY,BRONX,BRONX,40.843896,-73.900478
SUPER ELITE PARKING INC,257,EAST 187 STREET,257 EAST 187 STREET,BRONX,BRONX,40.86033907,-73.89733952
PROUD PARKING LLC,5,EAST 22 STREET,5 EAST 22 STREET,NEW YORK,MANHATTAN,40.74087833,-73.98887895
SAM DAR ENTERPRISES INC,405,FLATBUSH AVENUE,405 FLATBUSH AVENUE,BROOKLYN,BROOKLYN,40.67563915,-73.97087938
OFFICES,255,GREENWICH STREET,255 GREENWICH STREET,NEW YORK,MANHATTAN,40.71437,-74.010872
NYPD 44 PRECINCT STATION HOUSE,1,EAST 169 STREET,1 EAST 169 STREET,BRONX,BRONX,40.837316,-73.91975
PENN 1 GARAGE LLC,1,PENN PLAZA,1 PENN PLAZA,NEW YORK,MANHATTAN,40.75118332,-73.99218184
QUEENS ADULT CARE CENTER,80-08,45 AVENUE,80-08 45 AVENUE,ELMHURST,QUEENS,40.74097037,-73.88425065
PROPARK AMERICA NEW YORK LLC,906,UNION STREET,906 UNION STREET,BROOKLYN,BROOKLYN,40.6727204,-73.97165952
135 ST MARINE TRANSFER STATION,,WEST 135 STREET,WEST 135 STREET,NEW YORK,MANHATTAN,40.822668,-73.959244
KOVE AUTOBODY INC,01-09,27 AVENUE,1-09 27 AVENUE,ASTORIA,QUEENS,40.77569244,-73.93564939
OUR SAVIOR EVAN LUTHERAN PRE,414,80 STREET,414 80 STREET,BROOKLYN,BROOKLYN,40.62676468,-74.02621345
RENAISSANCE HEALTH CARE NETWORK,264,WEST 118 STREET,264 WEST 118 STREET,NEW YORK,MANHATTAN,40.80515368,-73.95363851
OFFICES,,,,BRONX,BRONX,40.852749,-73.836802
SMARTCOMPOSTING: WALL & PEARL STREETS FOOD DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.70559,-74.00812
"CENTER FOR CURATORIAL LEADERSHIP, INC.",174,EAST 80 STREET,174 EAST 80 STREET,NEW YORK,MANHATTAN,40.77508247,-73.95752105
"HUDSON GUILD, INC.",441,WEST 26 STREET,441 WEST 26 STREET,NEW YORK,MANHATTAN,40.74963782,-74.00144379
YESHIVA NACHLAS TZVI D'KRULA,799,KENT AVENUE,799 KENT AVENUE,BROOKLYN,BROOKLYN,40.69694203,-73.95947467
DOMAIN COMMUNITY SERVICES-MARKHAM GA,70,NORTH BURGHER AVENUE,70 NORTH BURGHER AVENUE,STATEN ISLAND,STATEN ISLAND,40.63971472,-74.11577108
PARK AMERICA CORP,351,EAST 51 STREET,351 EAST 51 STREET,NEW YORK,MANHATTAN,40.75486258,-73.96587901
JJ&I PARKING CORPORATION,1820,EAST TREMONT AVENUE,1820 EAST TREMONT AVENUE,BRONX,BRONX,40.84015536,-73.86683435
ALBANIAN ARTISTS ASSOCIATION,169,EAST 101 STREET,169 EAST 101 STREET,NEW YORK,MANHATTAN,40.78904451,-73.94804903
KINGSBROOK JEWISH MEDICAL CENTER INC. - RUTLAND NURSING HOME,585,SCHENECTADY AVENUE,585 SCHENECTADY AVENUE,BROOKLYN,BROOKLYN,40.65939449,-73.93375401
"LABYRINTH, INC.",155,BANK STREET,155 BANK STREET,NEW YORK,MANHATTAN,40.73655989,-74.00901108
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",47-07,30 PLACE,47-07 30 PLACE,LONG ISLAND CITY,QUEENS,40.7421834,-73.93644847
RRM - FLEET SERVICES MAINTENANCE & REPAIR,2144,WEBSTER AVENUE,2144 WEBSTER AVENUE,BRONX,BRONX,40.85323543,-73.89689756
NEW ALTERNATIVES FOR CHILDREN INC,37,WEST 26 STREET,37 WEST 26 STREET,NEW YORK,MANHATTAN,40.74461587,-73.99041663
GOODWILL ELECTRONICS DROP-OFF SITE,,,1704 2 AVE,NEW YORK,MANHATTAN,40.779304,-73.950302
OFFICES,29,AVENUE OF THE FINEST,29 AVENUE OF THE FINEST,NEW YORK,MANHATTAN,40.710907,-74.001176
MENTONE PLAYGROUND,,,,SPRINGFIELD GARDENS,QUEENS,40.66623094,-73.74288408
"CULTURE PROJECT, INC.",49,BLEECKER STREET,49 BLEECKER STREET,NEW YORK,MANHATTAN,40.72595808,-73.99417743
HEBREW INSTITUTE FOR THE DEAF,1401,AVENUE I,1401 AVENUE I,BROOKLYN,BROOKLYN,40.62771815,-73.96263604
2010 PARKING INC.,2010,WESTCHESTER AVENUE,2010 WESTCHESTER AVENUE,BRONX,BRONX,40.83332359,-73.85699646
THE HARBOR VIEW SCHOOL,300,RICHMOND TERRACE,300 RICHMOND TERRACE,STATEN ISLAND,STATEN ISLAND,40.64751851,-74.08346585
USDA-CEO P226M AT PACE UNIVERSITY,1,PACE PLAZA,1 PACE PLAZA,NEW YORK,MANHATTAN,40.71111253,-74.0048031
TRINITY PARK,180,SANDS STREET,180 SANDS STREET,BROOKLYN,BROOKLYN,40.6991588,-73.98422769
JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2951,WEST 3 STREET,2951 WEST 3 STREET,BROOKLYN,BROOKLYN,40.57756768,-73.97084844
ACCENTCARE OF NEW YORK INC,,,,,,,
SP PLUS CORPORATION,10,COLUMBUS CIRCLE,10 COLUMBUS CIRCLE,NEW YORK,MANHATTAN,40.76846804,-73.98309678
SENATOR ROBERT F. WAGNER SR. (4),2400,SECOND AVENUE,2400 SECOND AVENUE,NEW YORK,MANHATTAN,40.80143844,-73.93374498
COMMUNITY KITCHEN AND FOOD PANTRY (PANTRY),252,WEST 116 STREET,252 WEST 116 STREET,NEW YORK,MANHATTAN,40.80395821,-73.95497995
BRONX BAPTIST DAY CARE & LEARNING CENTER,331,EAST 187 STREET,331 EAST 187 STREET,BRONX,BRONX,40.85982114,-73.89547567
"WOODSIDE ON THE MOVE, INC.",39-07,57 STREET,39-07 57 STREET,WOODSIDE,QUEENS,40.74763585,-73.90572671
"DVORA, INC. D/B/A BUILDING BLOCKS LAND",2817,WEST 12 STREET,2817 WEST 12 STREET,BROOKLYN,BROOKLYN,40.5786947,-73.97884781
1199 SEIU EMPLOYER CHILD CARE CORPORATION,330,WEST 42 STREET,330 WEST 42 STREET,NEW YORK,MANHATTAN,40.75750597,-73.99157974
BETH ISRAEL MEDICAL CENTER MMD,,,125TH STREET,NEW YORK,MANHATTAN,,
ST. ATHANASIUS PRESCHOOL,830,SOUTHERN BOULEVARD,830 SOUTHERN BOULEVARD,BRONX,BRONX,40.81709681,-73.89498783
MUSEUM OF ARTS & DESIGN,2,COLUMBUS CIRCLE,2 COLUMBUS CIRCLE,NEW YORK,MANHATTAN,40.76739902,-73.98198006
PER SCHOLAS INCORPORATED,787,ATLANTIC AVENUE,787 ATLANTIC AVENUE,BROOKLYN,BROOKLYN,40.68260774,-73.96823888
WESTCHESTER AVENUE IRT YARD,,WATERS PLACE,WATERS PLACE,BRONX,BRONX,40.845991,-73.842392
P.S. 018 JOHN G. WHITTIER,221,BROADWAY,221 BROADWAY,STATEN ISLAND,STATEN ISLAND,40.63663899,-74.11692156
CAMBA INC,214,STUYVESANT AVENUE,214 STUYVESANT AVENUE,BROOKLYN,BROOKLYN,40.68781428,-73.93338806
RUDD PLYGROUND,,,55-99 ARBERDEEN ST,BROOKLYN,BROOKLYN,40.66694004,-73.88913507
CAMBA INC,330,RUGBY ROAD,330 RUGBY ROAD,BROOKLYN,BROOKLYN,40.64132061,-73.96581173
MARIE CURIE PLAYGROUND,46-27,OCEANIA STREET,46-27 OCEANIA STREET,BAYSIDE,QUEENS,40.75628257,-73.77233468
PROPARK AMERICA NEW YORK LLC,677,12 AVENUE,677 12 AVENUE,NEW YORK,MANHATTAN,40.76765657,-73.99886514
"BUSHWICK UNITED HOUSING DEVELOPMENT FUND, CORPORATION",136,STANHOPE STREET,136 STANHOPE STREET,BROOKLYN,BROOKLYN,40.69804368,-73.9227244
START TREATMENT & RECOVERY CENTERS,119,WEST 124 STREET,119 WEST 124 STREET,NEW YORK,MANHATTAN,40.80766784,-73.94680226
NEW YORK CENTER FOR INTERPERSONAL DEVELOPMENT INC,280,REGIS DRIVE,280 REGIS DRIVE,STATEN ISLAND,STATEN ISLAND,40.62039291,-74.16454339
EMS STATION 26,1264,BOSTON ROAD,1264 BOSTON ROAD,BRONX,BRONX,40.830581,-73.900559
SUNSET PARK HEALTH COUNCIL INC,343,WARREN STREET,343 WARREN STREET,BROOKLYN,BROOKLYN,40.68522043,-73.9902309
ASSOCIATION OF EAST EUROPEAN JEWRY CORP,1565,EAST 14 STREET,1565 EAST 14 STREET,BROOKLYN,BROOKLYN,40.61130065,-73.95945097
THE CHILDRENS AID SOCIETY,4600,BROADWAY,4600 BROADWAY,NEW YORK,MANHATTAN,40.86089662,-73.93001621
"WISIDAGAMA, DON ANIL S.",2265,RICHMOND TERRACE,2265 RICHMOND TERRACE,STATEN ISLAND,STATEN ISLAND,40.64056657,-74.13807124
BROADWAY-31 STREET,3107,31 STREET,3107 31 STREET,ASTORIA,QUEENS,40.761301,-73.925465
PREMIER HEALTHCARE BAYSIDE,211-11,NORTHERN BOULEVARD,211-11 NORTHERN BOULEVARD,BAYSIDE,QUEENS,40.75999898,-73.771701
QUIK PARK STANDARD LLC,101,PARK AVENUE,101 PARK AVENUE,NEW YORK,MANHATTAN,40.75086499,-73.97762595
LEARNING TREE MULTI-CULTURAL SCHOOL,149-34,35 AVENUE,149-34 35 AVENUE,FLUSHING,QUEENS,40.76620702,-73.81608612
POLICE SERVICE AREA #2,560,SUTTER AVENUE,560 SUTTER AVENUE,BROOKLYN,BROOKLYN,40.66873563,-73.89827703
URBAN SCHOLARS COMMUNITY SCHOOL,1180,TINTON AVENUE,1180 TINTON AVENUE,BRONX,BRONX,40.82861716,-73.90005723
LAZ PARKING NEW YORK/NEW JERSEY LLC,54,NOLL STREET,54 NOLL STREET,BROOKLYN,BROOKLYN,40.70035532,-73.9337004
THE RIVER PROJECT INC,,,PIER 40 HOUSTON 3 WEST SIDE,NEW YORK,MANHATTAN,40.729351,-74.013036
SOCIAL JUSTICE PREACHER/CRISIS ACTION CENTER TEXTILE DROP-OFF SITE,,,"407 ROCKAWAY AVE, NY, NEW YORK 11212, USA",BROOKLYN,BROOKLYN,40.670173,-73.910564
CAMBA INC,4211,14 AVENUE,4211 14 AVENUE,BROOKLYN,BROOKLYN,40.63715576,-73.98582564
CONGREGATION CHASIDEI BELZ BETH MALK,1224,50 STREET,1224 50 STREET,BROOKLYN,BROOKLYN,40.63519615,-73.9943726
"BRIGHT HORIZONS  CHILDREN'S CENTERS, LLC",409,EAST 60 STREET,409 EAST 60 STREET,NEW YORK,MANHATTAN,40.76006139,-73.96051248
NEW YORK CITY CRIMINAL JUSTICE AGENCY,125-01,QUEENS BOULEVARD,125-01 QUEENS BOULEVARD,KEW GARDENS,QUEENS,40.71268655,-73.82547747
"PUERTO RICAN WORKSHOP, INC.",1680,LEXINGTON AVENUE,1680 LEXINGTON AVENUE,NEW YORK,MANHATTAN,40.79198591,-73.94678156
SUBSTATION #219 (IND),,,,NEW YORK,MANHATTAN,40.81570746,-73.94806473
YESHIVA PREP HIGH SCHOOL,14,AVENUE J,14 AVENUE J,BROOKLYN,BROOKLYN,40.62333439,-73.97625762
ONE OF A KIND CHILD CARE LLC,6318,AMBOY ROAD,6318 AMBOY ROAD,STATEN ISLAND,STATEN ISLAND,40.52325059,-74.21570316
WELL STATION #6,16410,164 PLACE,16410 164 PLACE,JAMAICA,QUEENS,40.694393,-73.787298
HANAC INC,40-10,99 STREET,40-10 99 STREET,CORONA,QUEENS,40.74906048,-73.86677607
3250 PELHAM BAY LLC,3250,WESTCHESTER AVENUE,3250 WESTCHESTER AVENUE,BRONX,BRONX,40.85200615,-73.82828908
CHILD DEVELOPMENT CENTER OF THE MOSHOLU-MONTEFIORE COMM CTR,3750,BAYCHESTER AVENUE,3750 BAYCHESTER AVENUE,BRONX,BRONX,40.88616514,-73.84042971
BRONX SUPREME COUNTY COURTHOUSE,851,GRAND CONCOURSE,851 GRAND CONCOURSE,BRONX,BRONX,40.82629,-73.923799
HSS PEDIATRIC REHABILITATION OUTPATIENT CENTER,510,EAST 74 STREET,510 EAST 74 STREET,NEW YORK,MANHATTAN,40.76764374,-73.9521441
STATEN ISLAND ARTIFICIAL KIDNEY CENTER,1550,RICHMOND AVENUE,1550 RICHMOND AVENUE,STATEN ISLAND,STATEN ISLAND,40.6103306,-74.16058041
Z023 MOSAIC PRESCHOOL SPECIAL ED,,,68-20 MYRTLE AVE,RIDGEWOOD,QUEENS,40.70155569,-73.88396887
ST. IGNATIUS LOYOLA SCHOOL,240,EAST 84 STREET,240 EAST 84 STREET,NEW YORK,MANHATTAN,40.77660318,-73.95337205
SILLERMAN CENTER FOR REHABILITATION,515,MADISON AVENUE,515 MADISON AVENUE,NEW YORK,MANHATTAN,40.75974,-73.9736952
"LIGHT INDUSTRY CINEMA PROJECTS, LTD.",155,FREEMAN STREET,155 FREEMAN STREET,BROOKLYN,BROOKLYN,40.73459974,-73.95562824
COMUNILIFE INC,2500,AMSTERDAM AVENUE,2500 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,40.8499285,-73.92997205
"KREATIVE KARE DAY CARE CENTER, INC.",292,PALMETTO STREET,292 PALMETTO STREET,BROOKLYN,BROOKLYN,40.696601,-73.91360051
SOUTH JAMAICA,108-41,159 STREET,108-41 159 STREET,JAMAICA,QUEENS,40.69418981,-73.7929595
GLENDALE YARD ADDITION,88-11,70 ROAD,88-11 70 ROAD,FOREST HILLS,QUEENS,40.708404,-73.8537
"NEW DANCE ALLIANCE, INC.",182,DUANE STREET,182 DUANE STREET,NEW YORK,MANHATTAN,40.71710173,-74.01010494
BRIENZAS EDUCARE,5404,TILDEN AVENUE,5404 TILDEN AVENUE,BROOKLYN,BROOKLYN,40.64793065,-73.92557452
CHINESE AMERICAN PLANNING COUNCIL INC.,,,21 ST. JOHN'S LANE (AKA 1 YORK ST),NEW YORK,MANHATTAN,40.721364,-74.005595
"ORACLE THEATRE, INC.",146,CONSELYEA STREET,146 CONSELYEA STREET,BROOKLYN,BROOKLYN,40.71499219,-73.9452928
SUCCESS ACADEMY NORTH WEST MS,509,WEST 129 STREET,509 WEST 129 STREET,NEW YORK,MANHATTAN,40.81570665,-73.95562604
BREUKELEN (2),715,EAST 105 STREET,715 EAST 105 STREET,BROOKLYN,BROOKLYN,40.6488709,-73.89543673
FRIENDS OF ISLAND ACADEMY INC,851,GRAND CONCOURSE,851 GRAND CONCOURSE,BRONX,BRONX,40.82627613,-73.92380622
NYS FAIR HEARING PROG,111,LIVINGSTON STREET,111 LIVINGSTON STREET,BROOKLYN,BROOKLYN,40.691476,-73.989806
KIDDIE ACADEMY OF STATEN ISLAND,1110,SOUTH AVENUE,1110 SOUTH AVENUE,STATEN ISLAND,STATEN ISLAND,40.61396909,-74.17693632
"SOLO FOUNDATION, INC.",230,WEST 38 STREET,230 WEST 38 STREET,NEW YORK,MANHATTAN,40.75378964,-73.99002993
CHN - DR. BETTY SHABAZZ CENTER,999,BLAKE AVENUE,999 BLAKE AVENUE,BROOKLYN,BROOKLYN,40.66998597,-73.88133103
ROSEDALE,144-20,243 STREET,144-20 243 STREET,ROSEDALE,QUEENS,40.65996352,-73.73990711
AVICENNA ASC,2522,HUGHES AVENUE,2522 HUGHES AVENUE,BRONX,BRONX,40.85840961,-73.88368919
SWIFT COLLISION & TOWING LTD.,151-26,6 ROAD,151-26 6 ROAD,WHITESTONE,QUEENS,40.79558439,-73.81207058
"URBAN ARCHIVE, INC.",123,BOWERY,123 BOWERY,NEW YORK,MANHATTAN,40.71810463,-73.99463099
BIG BIRDS PLAYHOUSE CORP.,1859,RICHMOND AVENUE,1859 RICHMOND AVENUE,STATEN ISLAND,STATEN ISLAND,40.60245944,-74.1628034
BUNNYHILL BABIES LLC,46-04,VERNON BOULEVARD,46-04 VERNON BOULEVARD,LONG ISLAND CITY,QUEENS,40.74672173,-73.95309073
STANDARD OIL COMPANY NO. 16 (HARBOR TUG),,,,STATEN ISLAND,STATEN ISLAND,40.63846606,-74.15954592
BROOKDALE URGENT CARE AND FAMILY CARE CENTER,1235,LINDEN BOULEVARD,1235 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,40.65447982,-73.91348329
EAST RIVER ESPLANADE,,,,NEW YORK,MANHATTAN,40.74587522,-73.96967831
SPEECH AND THEATER BUILDING AT LEHM,250,BEDFORD PARK BOULEVARD,250 BEDFORD PARK BOULEVARD,BRONX,BRONX,40.8707902,-73.88668849
P.S. 031 WILLIAM T. DAVIS,55,LAYTON AVENUE,55 LAYTON AVENUE,STATEN ISLAND,STATEN ISLAND,40.64189313,-74.08544682
THE GREATER RIDGEWOOD YOUTH COUNCIL INC,55-24,VAN HORN STREET,55-24 VAN HORN STREET,ELMHURST,QUEENS,40.73320537,-73.87807009
"AMERICAN CENTER FOR MUSICAL ARTS, INC.",201,WEST 72 STREET,201 WEST 72 STREET,NEW YORK,MANHATTAN,40.77923769,-73.98238444
BROOKLYN PUBLIC LIBRARY JAMAICA BAY,9727,SEAVIEW AVENUE,9727 SEAVIEW AVENUE,BROOKLYN,BROOKLYN,40.63447606,-73.88930833
CENTER FOR ALLIED HEALTH EDUCATION,,,1401 KINGS HWY,BROOKLYN,BROOKLYN,40.60859891,-73.95898499
PS7 - MS STERN,160,EAST 120 STREET,160 EAST 120 STREET,NEW YORK,MANHATTAN,40.80078977,-73.93934071
NYC BUSINESS SOLUTIONS WASHINGTON HEIGHTS CENTER,560,WEST 181 STREET,560 WEST 181 STREET,NEW YORK,MANHATTAN,40.84886159,-73.93339247
NEW YORK EDGE INC,159-15,88 STREET,159-15 88 STREET,HOWARD BEACH,QUEENS,40.65794088,-73.84401416
ACADEMICS R US,1339,EAST GUNHILL ROAD,1339 EAST GUNHILL ROAD,BRONX,BRONX,40.87102338,-73.84673176
BROOKLYN DETENTION COMPLEX (BKDC),275,ATLANTIC AVENUE,275 ATLANTIC AVENUE,BROOKLYN,BROOKLYN,40.68915117,-73.98967444
EVANGELICAL LUTHERAN CHURCH OF THE ADVENT,2504,BROADWAY,2504 BROADWAY,NEW YORK,MANHATTAN,40.79269713,-73.97270019
APEX EYE SURGERY CENTER,105-12,101 AVENUE,105-12 101 AVENUE,OZONE PARK,QUEENS,40.68642804,-73.83747237
BENSONHURST COUNCIL OF JEW- ISH ORGANIZATION INC,8635,21 AVENUE,8635 21 AVENUE,BROOKLYN,BROOKLYN,40.6023802,-73.99659828
BROADWAY & 96TH THRIFT SHOP TEXTILE DROP-OFF SITE,,,"2569 BROADWAY, NEW YORK, NY 10025, USA",NEW YORK,MANHATTAN,40.795231,-73.972061
ALL NIGHT TOWING INC.,28,CATON AVENUE,28 CATON AVENUE,BROOKLYN,BROOKLYN,40.64705225,-73.98061966
GARIBALDI MEMORIAL,,,,STATEN ISLAND,STATEN ISLAND,40.61521509,-74.07381435
MANHATTAN SCH OF MUSIC,120,CLAREMONT AVENUE,120 CLAREMONT AVENUE,NEW YORK,MANHATTAN,40.81237807,-73.96147029
NYC PARKS-BLEECKER PLAYGROUND,,,,NEW YORK,MANHATTAN,40.74139504,-73.999825
"PROMESA, INC. RRSY",311,EAST 175 STREET,311 EAST 175 STREET,BRONX,BRONX,40.84675166,-73.90423727
HRA OFFICE OF FACILITIES OPR,260,11 AVENUE,260 11 AVENUE,NEW YORK,MANHATTAN,40.750942,-74.004945
VIP COMMUNITY SERVICES OP,770,EAST 176 STREET,770 EAST 176 STREET,BRONX,BRONX,40.84213443,-73.89020261
SUCCESS ACADEMY CHARTER MS HARLEM,175,WEST 134 STREET,175 WEST 134 STREET,NEW YORK,MANHATTAN,40.81429201,-73.94267683
COMMUNITY RESOURCES & SVCS FOR CHILDREN,90-04,161 STREET,90-04 161 STREET,JAMAICA,QUEENS,40.70517523,-73.79964959
"NEW YORK CLASSICAL THEATRE, INC.",40,WEST 116 STREET,40 WEST 116 STREET,NEW YORK,MANHATTAN,40.80101249,-73.94833851
MOBILE UNIT-RUFUS KING PLAYGROUND,150-29,JAMAICA AVENUE,150-29 JAMAICA AVENUE,JAMAICA,QUEENS,40.70308326,-73.80376407
TRANSIT SUBSTATION,,KENT AVENUE,KENT AVENUE,BROOKLYN,BROOKLYN,40.721727,-73.964079
ST. THOMAS CHURCH AND PARISH HOUSE,,,,NEW YORK,MANHATTAN,40.76085063,-73.976256
ATLANTIC AUTO SPA CORP.,,,150 2ND AVE,BROOKLYN,BROOKLYN,40.670787,-73.995252
NEW VISIONS CHARTER HS-HUMANITIES II,900,TINTON AVENUE,900 TINTON AVENUE,BRONX,BRONX,40.82171392,-73.90281994
BROOKLYN CATHEDRAL OF PRAISE,2209,CORTELYOU ROAD,2209 CORTELYOU ROAD,BROOKLYN,BROOKLYN,40.64427126,-73.95622897
CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,9-16,27 AVENUE,9-16 27 AVENUE,ASTORIA,QUEENS,40.77348181,-73.93063792
FIRE DEPT.FIRE TRAIN. FACILITY,,WARDS ISLAND,WARDS ISLAND,NEW YORK,MANHATTAN,40.787448,-73.921912
BRKLYN PUBLIC LIBRARY-NEW UTRECHT,1743,86 STREET,1743 86 STREET,BROOKLYN,BROOKLYN,40.60800845,-74.0033743
WIZ KIDS CENTER INC,2403,AVENUE X,2403 AVENUE X,BROOKLYN,BROOKLYN,40.59344052,-73.94604864
CENTRAL GARAGE CORP.,860,5 AVENUE,860 5 AVENUE,NEW YORK,MANHATTAN,40.76945962,-73.96869996
CAM-HELD - JUST KIDS - QUEENS,264,BEACH 19 STREET,264 BEACH 19 STREET,FAR ROCKAWAY,QUEENS,40.59719835,-73.75281421
GLEN OAKS LITTLE LEAGUE INC,255-42,73 AVENUE,255-42 73 AVENUE,GLEN OAKS,QUEENS,40.75058385,-73.71779402
SUBSTATION #7,,,,NEW YORK,MANHATTAN,40.78715278,-73.94839353
THE FIRST PRESBYTERIAN CHURCH IN THE CITY OF N.Y.,12,WEST 12 STREET,12 WEST 12 STREET,NEW YORK,MANHATTAN,40.73477052,-73.99528803
ST. LUCY SCHOOL,830,MACE AVENUE,830 MACE AVENUE,BRONX,BRONX,40.86281383,-73.86210768
LIAM GARAGE LLC,77,WEST 15 STREET,77 WEST 15 STREET,NEW YORK,MANHATTAN,40.73815876,-73.9958286
P.S. 045 CLARENCE WITHERSPOON,126-28,150 STREET,126-28 150 STREET,JAMAICA,QUEENS,40.67197392,-73.78878979
14TH REGIMENT NEW YORK STATE MILITIA,36,TOMPKINS PLACE,36 TOMPKINS PLACE,BROOKLYN,BROOKLYN,40.68488523,-73.99606917
YESHIVAT DARCHEI ERES INC,2533,CONEY ISLAND AVENUE,2533 CONEY ISLAND AVENUE,BROOKLYN,BROOKLYN,40.59491315,-73.96042702
TOMPKINS SQUARE GREENMARKET FOOD DROP-OFF SITE,,,,NEW YORK,MANHATTAN,40.725995,-73.983207
I CHALLENGE MYSELF INC.,549,AUDUBON AVENUE,549 AUDUBON AVENUE,NEW YORK,MANHATTAN,40.85559869,-73.92619138
ST. GEORGE STATEN ISLAND FERRY TERMINAL PIERS,,,,STATEN ISLAND,STATEN ISLAND,40.645,-74.07333
EASTERN PARKWAY CAR PARK LLC,200,EASTERN PARKWAY,200 EASTERN PARKWAY,BROOKLYN,BROOKLYN,40.67090072,-73.96348766
"NEW COVENANT CHRISTIAN CHURCH, INC.",1497,NEEDHAM AVENUE,1497 NEEDHAM AVENUE,BRONX,BRONX,40.88030565,-73.84846224
BROOKLYN PROSPECT CHARTER SCHOOL,1100,FULTON STREET,1100 FULTON STREET,BROOKLYN,BROOKLYN,40.68109874,-73.95683033
PROPARK AMERICA NEW YORK LLC,25,BEEKMAN STREET,25 BEEKMAN STREET,NEW YORK,MANHATTAN,40.71064111,-74.00617201
AMBER CHARTER SCHOOL KINGSBRIDGE,3120,CORLEAR AVENUE,3120 CORLEAR AVENUE,BRONX,BRONX,40.88069227,-73.90699456
WILLIAMS PLAZA,333,ROEBLING STREET,333 ROEBLING STREET,BROOKLYN,BROOKLYN,40.70811892,-73.96036574
SACRED HEART CATHOLIC ACADEMY,216-01,38 AVENUE,216-01 38 AVENUE,BAYSIDE,QUEENS,40.76782391,-73.76719372
SCHOOL OF SCIENCE AND TECHNOLOGY ANN,1087,OCEAN AVENUE,1087 OCEAN AVENUE,BROOKLYN,BROOKLYN,40.63588253,-73.95798217
P.S. 084 LILLIAN WEBER,32,WEST 92 STREET,32 WEST 92 STREET,NEW YORK,MANHATTAN,40.78937974,-73.96809877
"NEW YORK GENERAL CONSULTING, INC.",,,"350 FIFITH AVE, STE 1802",NEW YORK,MANHATTAN,40.74831,-73.98557
